district,year,lat,lng,temperature_increase_c,sea_level_rise_m,rainfall_change_pct,cyclone_intensity_index,humidity_pct,river_overflow_index,deforestation_pct,flood_risk_pct,crop_loss_pct,migration_people,disease_risk_pct,economic_damage_usd
Barisal,2027,22.701,90.3535,0.55,0.5,-8.63,4.8,78.31,27.8,7.53,36.25,37.36,135808,27.89,44854183.11
Sylhet,2043,24.8949,91.8687,0.78,1.03,21.33,6.66,74.96,23.81,27.15,32.42,39.27,84361,32.14,51860041.09
Faridpur,2032,23.607,89.8429,1.98,0.0,4.41,4.29,86.2,15.36,22.23,29.11,22.06,67466,31.79,17095402.72
Chittagong,2065,22.3569,91.7832,3.89,2.01,23.65,7.55,82.75,61.32,21.22,76.94,68.99,500130,51.44,113326104.27
Bagerhat,2083,22.6602,89.7895,3.76,1.64,40.62,10.0,84.65,49.25,24.11,74.74,73.81,607748,65.45,239819381.85
Satkhira,2080,22.7185,89.0705,3.74,2.3,30.52,9.91,86.71,79.28,33.07,88.79,79.26,481561,76.95,221870147.11
Satkhira,2027,22.7185,89.0705,1.64,0.0,-3.05,7.47,76.96,22.32,14.52,45.23,52.87,205044,53.64,118964474.22
Bhola,2084,22.6859,90.6482,2.8,3.29,40.75,6.56,79.9,100.0,30.87,90.72,63.6,706832,67.21,205819018.77
Satkhira,2076,22.7185,89.0705,4.38,1.9,32.84,8.72,88.73,61.03,23.6,74.7,58.91,278675,65.41,148840254.88
Chandpur,2026,23.2333,90.6712,1.71,1.03,18.42,7.47,78.12,34.98,17.19,36.49,46.81,88173,36.75,58734308.66
Satkhira,2065,22.7185,89.0705,2.51,2.81,42.56,6.43,76.45,31.43,31.31,64.47,46.64,331101,50.06,122589992.11
Bhola,2063,22.6859,90.6482,2.48,2.88,25.3,8.64,75.82,60.41,13.49,81.99,62.79,502850,68.45,163779262.03
Pirojpur,2060,22.5841,89.972,3.85,1.54,38.91,7.86,79.43,58.43,39.05,61.02,55.87,272428,57.95,138133050.24
Rangpur,2039,25.7439,89.2752,0.0,0.07,23.82,4.19,77.58,26.56,26.85,21.75,26.93,28927,30.08,11831078.57
Noakhali,2071,22.8696,91.0995,3.45,2.4,45.73,8.47,74.12,40.77,23.79,72.39,66.36,360752,47.85,87798808.85
Noakhali,2100,22.8696,91.0995,4.37,3.02,60.0,10.0,77.13,69.65,23.28,86.95,73.36,589671,64.55,219100608.89
Patuakhali,2086,22.3596,90.3296,3.58,2.82,17.99,6.84,72.51,71.62,28.56,69.15,58.37,315053,62.98,114474192.27
Comilla,2046,23.4607,91.1809,2.85,0.27,19.54,6.29,77.93,43.82,9.96,41.22,31.73,113581,44.32,41277796.62
Jhalokati,2026,22.6406,90.1987,1.56,0.68,32.83,4.61,76.09,44.46,11.34,28.92,35.0,115181,26.57,45441239.32
Noakhali,2089,22.8696,91.0995,2.68,3.19,-2.46,8.37,92.87,56.99,32.79,87.06,57.55,496118,62.94,216094223.31
Satkhira,2091,22.7185,89.0705,3.77,2.45,20.88,10.0,82.2,55.63,28.46,80.6,73.21,479089,62.56,198788836.83
Barisal,2051,22.701,90.3535,2.34,1.44,12.05,6.34,90.73,75.12,13.5,54.83,40.75,315345,47.98,90339179.06
Khulna,2042,22.8456,89.5403,1.78,1.34,24.61,5.09,83.17,26.09,30.25,37.83,38.4,147892,31.89,56209170.5
Rajshahi,2043,24.3745,88.6042,1.65,0.2,29.05,5.28,72.67,28.88,17.92,35.44,23.42,36433,24.9,10394500.66
Satkhira,2038,22.7185,89.0705,1.77,1.46,30.82,9.56,75.94,32.78,8.06,66.03,67.08,543860,49.07,184587718.21
Bogura,2075,24.8465,89.3776,3.44,0.43,47.84,10.0,73.67,57.07,5.31,52.93,32.99,75362,38.07,30143995.15
Shariatpur,2038,23.2423,90.4348,0.12,0.51,7.5,7.8,78.98,18.24,14.7,43.99,47.94,165215,40.43,67843614.05
Noakhali,2076,22.8696,91.0995,2.01,1.85,51.24,7.53,79.82,57.54,46.35,65.68,72.23,365463,51.18,135472336.86
Jhalokati,2039,22.6406,90.1987,1.49,1.22,3.59,5.53,80.75,24.35,27.5,38.28,36.46,100709,34.92,57261645.77
Chittagong,2078,22.3569,91.7832,3.93,2.79,13.06,8.03,87.98,42.83,36.86,77.48,66.26,426543,50.96,199455824.64
Jhalokati,2030,22.6406,90.1987,1.51,0.26,12.57,5.2,77.93,43.42,10.07,26.73,30.82,77491,32.61,36909645.78
Pirojpur,2037,22.5841,89.972,3.15,0.0,48.91,5.11,78.37,14.67,26.17,31.05,39.4,92819,33.71,58236137.0
Sylhet,2083,24.8949,91.8687,4.65,2.35,23.58,10.0,81.46,55.49,31.26,72.16,47.29,276099,49.1,130828062.97
Bhola,2032,22.6859,90.6482,2.01,0.47,-2.32,4.37,87.4,23.31,0.0,36.2,39.07,227892,42.1,70675180.33
Khulna,2082,22.8456,89.5403,2.0,2.62,42.12,8.48,79.99,45.18,22.19,86.63,85.19,665934,62.4,174600768.27
Barisal,2084,22.701,90.3535,5.16,1.85,40.56,9.64,84.46,84.85,47.02,85.45,85.87,698502,63.5,245439847.73
Dhaka,2029,23.8103,90.4125,1.36,0.0,4.65,3.24,70.37,36.14,19.41,29.91,16.43,40489,37.9,13963318.2
Jhalokati,2034,22.6406,90.1987,1.28,1.17,31.18,6.98,76.12,21.23,32.8,47.24,47.6,284906,38.69,100079142.34
Bagerhat,2088,22.6602,89.7895,3.2,3.01,46.93,10.0,77.27,83.41,31.94,91.44,82.34,711395,62.2,254827848.38
Sylhet,2089,24.8949,91.8687,4.18,1.67,33.37,8.46,83.13,73.95,34.24,58.09,51.7,234246,58.72,98726981.04
Bhola,2051,22.6859,90.6482,2.32,1.77,-1.42,7.38,71.32,42.79,46.17,62.57,54.81,414322,46.87,103777788.34
Rangpur,2098,25.7439,89.2752,5.26,1.03,33.32,7.73,92.04,57.57,9.8,60.08,39.66,83224,53.39,29791455.93
Khulna,2049,22.8456,89.5403,1.78,0.66,23.8,8.79,73.67,31.56,31.17,49.38,58.14,325671,48.6,88160306.08
Dhaka,2036,23.8103,90.4125,1.7,0.58,31.77,7.38,85.25,47.68,16.74,36.21,36.25,88418,44.31,33396192.39
Pirojpur,2072,22.5841,89.972,3.82,2.61,42.0,7.76,75.01,40.2,22.08,71.36,65.37,303728,49.35,139474033.53
Pirojpur,2039,22.5841,89.972,2.0,0.65,4.75,5.7,78.85,24.14,16.79,38.0,32.22,111905,28.18,49943833.02
Sylhet,2091,24.8949,91.8687,3.8,2.82,15.72,8.15,94.83,64.28,29.66,70.53,57.42,359210,52.41,76510779.29
Shariatpur,2053,23.2423,90.4348,2.39,0.43,14.24,4.81,84.43,35.07,25.64,24.04,30.71,70743,30.11,47499634.62
Rangpur,2033,25.7439,89.2752,1.27,1.96,-0.53,5.76,66.66,28.86,6.35,34.09,23.16,36794,37.47,12669770.02
Bagerhat,2064,22.6602,89.7895,3.48,1.06,14.37,7.49,82.94,71.08,23.67,59.77,49.9,346434,51.12,103657163.9
Rajshahi,2044,24.3745,88.6042,2.33,0.18,6.02,5.36,58.87,27.02,10.86,33.44,21.04,35226,28.82,12396422.25
Faridpur,2057,23.607,89.8429,2.57,0.84,16.36,4.62,71.49,44.14,25.99,28.17,33.77,93383,37.58,30113815.21
Comilla,2036,23.4607,91.1809,3.26,0.38,-1.29,2.28,86.71,60.93,10.54,28.07,16.33,66155,24.01,9892567.04
Khulna,2080,22.8456,89.5403,3.82,2.76,28.92,9.31,71.78,45.99,30.51,69.47,69.12,485827,55.23,161233720.17
Bogura,2060,24.8465,89.3776,1.18,0.7,19.5,3.57,79.11,36.96,20.65,13.17,22.84,17342,25.53,7798517.07
Pirojpur,2099,22.5841,89.972,5.38,3.22,56.55,10.0,85.27,39.59,32.19,86.63,87.88,592636,65.19,231430969.59
Jhalokati,2070,22.6406,90.1987,2.99,2.25,2.43,5.02,66.1,63.39,32.39,64.71,41.6,217245,44.23,90962557.77
Chandpur,2052,23.2333,90.6712,2.9,1.23,40.83,5.71,75.53,40.02,14.37,42.79,33.12,164616,41.85,58887775.67
Chittagong,2098,22.3569,91.7832,5.93,2.16,21.23,8.57,90.63,69.4,32.52,72.24,56.96,494458,64.3,174773242.3
Satkhira,2088,22.7185,89.0705,1.83,2.18,42.17,8.47,78.37,45.88,39.38,72.81,74.28,459799,57.48,127646647.43
Rajshahi,2054,24.3745,88.6042,0.33,0.0,16.77,9.13,67.29,20.63,24.47,39.96,38.75,72303,34.58,22893677.44
Rangpur,2053,25.7439,89.2752,1.78,0.88,-2.89,6.65,78.22,35.59,9.32,26.2,30.68,35426,33.72,12377405.63
Cox's Bazar,2025,21.4272,92.0058,0.0,0.35,15.56,5.27,69.58,24.87,19.3,27.66,32.31,174450,26.88,57427083.61
Faridpur,2062,23.607,89.8429,3.25,1.52,17.14,4.62,67.12,36.07,29.08,33.24,32.04,66389,30.42,23093124.64
Dhaka,2063,23.8103,90.4125,2.37,0.27,15.32,4.74,71.17,59.92,22.25,23.45,21.18,51274,26.43,21103090.39
Chittagong,2050,22.3569,91.7832,2.57,1.72,26.75,4.17,72.01,59.88,15.23,56.65,38.4,215647,33.42,52912015.78
Khulna,2056,22.8456,89.5403,2.63,1.6,29.34,6.18,72.73,48.86,15.03,62.13,51.67,312154,50.14,103084117.22
Jhalokati,2041,22.6406,90.1987,0.9,1.37,17.66,2.98,78.82,29.29,12.27,24.43,29.62,58444,23.48,30095139.46
Chittagong,2070,22.3569,91.7832,3.54,1.51,50.94,5.53,81.39,59.52,19.95,59.91,47.77,297689,35.74,86404111.81
Chandpur,2084,23.2333,90.6712,4.67,1.94,52.34,9.07,80.53,67.93,37.09,75.07,53.64,268307,66.09,81612301.23
Dhaka,2089,23.8103,90.4125,4.55,0.89,5.67,7.06,94.29,40.09,25.71,34.39,40.26,75445,35.19,37633546.95
Bogura,2077,24.8465,89.3776,2.69,0.18,48.17,6.93,71.25,20.17,19.94,22.82,19.51,27270,23.92,12952771.72
Sylhet,2100,24.8949,91.8687,4.29,2.14,47.64,8.82,85.4,66.21,35.98,86.87,73.14,311303,62.63,105137538.59
Comilla,2076,23.4607,91.1809,2.28,0.83,35.56,9.0,83.46,63.21,31.59,56.1,50.32,217029,56.62,65986113.05
Faridpur,2025,23.607,89.8429,2.27,0.29,11.14,4.87,74.41,17.69,18.02,26.14,38.22,94756,26.05,34049595.15
Khulna,2065,22.8456,89.5403,3.91,1.66,28.83,7.41,79.62,37.52,30.27,62.18,67.71,411942,47.88,159431986.83
Barisal,2075,22.701,90.3535,4.2,2.8,48.86,8.78,77.41,57.24,31.37,81.56,82.95,676872,55.11,280223729.3
Bhola,2064,22.6859,90.6482,1.94,1.52,47.92,10.0,85.22,70.38,35.13,82.03,85.03,797636,71.33,214071817.56
Barisal,2084,22.701,90.3535,4.92,2.51,28.9,9.54,77.4,40.46,39.92,76.52,75.4,514706,67.21,232807909.57
Pirojpur,2045,22.5841,89.972,0.99,0.84,26.55,6.32,77.79,42.99,26.4,42.97,48.11,175182,57.03,68872516.76
Chittagong,2063,22.3569,91.7832,3.23,1.47,25.32,7.23,73.57,55.33,11.94,69.09,60.35,415176,41.3,100780725.85
Pirojpur,2097,22.5841,89.972,6.0,3.48,54.35,10.0,77.6,80.26,25.39,95.65,74.59,761697,68.36,220244206.51
Jhalokati,2053,22.6406,90.1987,1.41,0.92,11.89,4.22,74.96,27.22,27.09,35.99,25.56,116082,44.45,31362892.67
Satkhira,2085,22.7185,89.0705,3.88,3.23,38.43,8.17,81.8,62.1,30.27,80.94,78.33,682995,53.61,175464022.82
Bogura,2046,24.8465,89.3776,1.05,0.0,8.34,4.27,68.59,39.49,29.9,31.18,24.19,26124,34.04,13904888.07
Chandpur,2075,23.2333,90.6712,4.88,1.3,-13.12,5.97,83.25,52.54,18.61,38.87,34.33,103251,43.32,41728805.01
Noakhali,2084,22.8696,91.0995,3.15,2.62,34.24,9.0,82.37,58.34,22.47,75.74,66.34,666665,51.53,150257908.37
Cox's Bazar,2072,21.4272,92.0058,2.95,2.6,24.17,7.52,84.9,80.72,38.79,80.27,65.92,471422,60.56,123045935.41
Khulna,2062,22.8456,89.5403,2.89,1.78,5.73,7.47,67.59,40.52,20.36,61.49,66.43,448421,57.58,153842343.88
Khulna,2049,22.8456,89.5403,3.61,0.91,7.64,7.57,77.54,45.79,19.41,50.44,61.27,268901,52.04,130128291.36
Bagerhat,2033,22.6602,89.7895,0.71,0.28,21.67,4.75,75.34,12.19,35.74,25.55,38.42,116702,26.71,64609543.08
Cox's Bazar,2071,21.4272,92.0058,3.37,1.42,22.32,6.81,73.99,53.59,6.72,54.48,47.53,209087,55.87,81039932.04
Comilla,2092,23.4607,91.1809,3.65,1.69,56.42,10.0,86.62,73.12,46.6,71.83,76.23,344214,59.05,111908429.97
Jhalokati,2071,22.6406,90.1987,3.38,1.1,4.02,7.98,73.22,51.97,28.37,57.14,47.74,327273,48.79,105065412.71
Dhaka,2079,23.8103,90.4125,3.38,1.66,46.15,6.02,77.49,34.61,24.15,33.28,34.3,76685,29.5,24253560.52
Shariatpur,2035,23.2423,90.4348,2.31,0.29,5.37,3.71,69.24,42.47,16.59,31.46,33.99,129177,21.41,37578092.13
Bhola,2049,22.6859,90.6482,1.75,1.47,-6.3,8.9,80.65,29.69,16.72,48.27,54.65,317316,42.16,149458087.04
Bagerhat,2100,22.6602,89.7895,4.48,3.03,46.52,9.77,76.51,58.21,32.63,93.16,82.8,741557,56.9,270407222.64
Bhola,2063,22.6859,90.6482,4.82,1.7,30.05,10.0,80.22,49.05,17.24,84.77,71.55,731772,62.22,224295961.71
Noakhali,2070,22.8696,91.0995,4.17,1.83,9.77,9.74,76.78,57.46,33.73,77.19,58.01,545046,60.49,155466109.12
Bhola,2054,22.6859,90.6482,1.07,1.61,1.13,6.44,79.03,61.42,16.18,66.24,57.72,357626,44.71,87147122.49
Khulna,2064,22.8456,89.5403,2.23,2.48,15.41,6.06,80.56,39.99,25.47,67.78,54.73,370552,50.19,73970566.85
Barisal,2036,22.701,90.3535,1.64,1.18,23.49,5.25,82.37,31.24,19.91,39.05,42.61,178979,48.2,90018861.05
Bagerhat,2089,22.6602,89.7895,5.22,1.99,14.28,8.55,82.07,59.45,18.93,79.23,78.67,686639,66.37,192971793.15
Chittagong,2071,22.3569,91.7832,3.2,3.02,23.12,7.04,86.55,70.3,20.48,77.73,56.2,397276,63.48,102618595.56
Faridpur,2095,23.607,89.8429,4.35,3.11,42.78,8.61,85.91,53.88,19.3,70.73,55.21,182506,53.44,49871358.04
Bagerhat,2036,22.6602,89.7895,1.71,0.77,8.23,5.4,71.47,35.74,18.4,33.33,37.3,168121,34.81,83282682.62
Pirojpur,2050,22.5841,89.972,1.95,1.06,13.66,4.79,81.78,31.97,17.12,34.28,27.65,90591,32.78,51873648.01
Chittagong,2064,22.3569,91.7832,4.07,2.09,33.46,10.0,78.58,50.19,25.31,85.43,76.19,531781,66.94,171352905.49
Chittagong,2094,22.3569,91.7832,4.55,2.71,46.09,6.92,83.34,57.1,56.3,76.15,64.09,306708,62.34,118264014.46
Jhalokati,2078,22.6406,90.1987,3.74,2.43,40.71,8.16,81.61,58.92,31.82,76.38,72.65,449099,52.05,140956778.81
Faridpur,2056,23.607,89.8429,1.02,0.14,36.17,8.6,70.72,44.32,20.07,41.59,48.73,121325,36.06,55493187.61
Patuakhali,2035,22.3596,90.3296,0.57,1.1,7.74,4.91,77.76,33.29,24.37,32.19,26.97,136801,35.76,37432998.66
Bagerhat,2066,22.6602,89.7895,3.06,1.5,4.61,9.08,75.58,68.02,26.16,72.48,64.26,251060,52.37,160216849.11
Jhalokati,2036,22.6406,90.1987,0.08,0.65,-2.43,5.71,76.06,46.43,26.47,40.66,43.71,167865,56.47,45588684.64
Shariatpur,2076,23.2423,90.4348,4.1,2.2,37.71,8.88,67.94,76.96,26.97,83.6,54.82,396623,55.89,137865221.51
Sylhet,2035,24.8949,91.8687,1.76,0.03,13.15,4.58,79.04,49.11,18.87,25.82,27.91,115286,42.63,11201326.05
Chandpur,2091,23.2333,90.6712,4.83,2.07,29.5,8.29,85.35,41.99,42.11,61.51,52.47,313869,41.38,78703520.88
Pirojpur,2096,22.5841,89.972,6.0,2.5,6.08,8.48,85.31,76.6,52.15,91.15,73.95,471720,74.12,166752189.66
Jhalokati,2042,22.6406,90.1987,1.46,0.25,9.82,5.36,81.2,32.34,9.39,23.17,30.4,105101,30.03,35796263.75
Khulna,2083,22.8456,89.5403,4.82,2.26,34.53,10.0,76.53,59.93,30.16,77.13,78.56,639904,66.32,169281604.38
Patuakhali,2053,22.3596,90.3296,3.41,2.49,40.4,4.9,80.69,37.39,24.74,54.87,37.9,227794,46.84,77801946.01
Chandpur,2069,23.2333,90.6712,3.23,1.74,35.54,6.81,80.19,75.63,27.87,62.75,52.29,232524,47.6,80416181.18
Bogura,2061,24.8465,89.3776,2.56,0.24,26.02,6.77,77.57,11.59,29.32,27.3,25.41,46282,22.19,19595609.42
Barisal,2063,22.701,90.3535,0.96,1.88,19.11,6.48,74.63,47.55,21.25,44.61,53.85,245211,38.72,68397865.1
Jhalokati,2086,22.6406,90.1987,2.81,2.45,25.65,7.83,74.89,49.98,31.34,69.81,55.7,346891,57.9,77046870.9
Rajshahi,2034,24.3745,88.6042,0.66,0.0,17.52,3.13,68.66,52.74,24.76,15.33,10.01,20975,23.46,9716081.74
Cox's Bazar,2077,21.4272,92.0058,3.67,1.74,38.17,6.19,88.38,62.4,22.27,66.19,68.29,354938,54.73,104991759.7
Rajshahi,2091,24.3745,88.6042,2.87,0.86,37.05,10.0,71.27,46.91,42.9,46.06,46.16,67793,36.91,19982372.47
Noakhali,2031,22.8696,91.0995,0.49,0.58,0.58,4.37,72.93,32.27,12.37,23.62,26.62,121818,31.4,32236238.14
Pirojpur,2063,22.5841,89.972,1.13,1.59,19.19,5.72,74.54,42.49,33.07,54.24,41.91,209878,40.09,84766179.56
Noakhali,2025,22.8696,91.0995,1.07,0.57,1.05,6.92,74.99,17.16,13.16,43.42,40.12,252176,36.99,64048088.08
Patuakhali,2049,22.3596,90.3296,1.42,1.69,24.87,5.12,77.13,34.31,24.19,58.07,45.82,305511,43.27,84966085.94
Shariatpur,2063,23.2423,90.4348,2.09,1.6,20.87,5.49,85.14,48.71,23.31,55.7,32.05,216420,38.86,56320881.02
Khulna,2056,22.8456,89.5403,1.71,2.21,50.24,6.61,80.32,46.97,37.11,50.94,58.89,269338,32.04,96839259.01
Barisal,2060,22.701,90.3535,2.11,2.07,41.98,7.15,79.46,22.18,18.6,61.54,58.01,383113,48.67,170471510.65
Chittagong,2084,22.3569,91.7832,5.04,2.51,59.01,6.67,82.4,53.2,31.85,77.81,66.91,509377,49.89,107235710.58
Rangpur,2082,25.7439,89.2752,3.63,0.64,18.42,9.08,78.9,69.33,30.3,53.88,45.08,68359,48.41,41480801.5
Cox's Bazar,2045,21.4272,92.0058,2.65,1.4,22.61,6.39,80.42,51.48,9.52,54.86,46.06,248097,54.41,74172029.25
Chandpur,2080,23.2333,90.6712,4.2,1.14,3.08,9.44,81.82,61.44,26.13,53.41,46.05,223828,44.51,90639472.97
Pirojpur,2056,22.5841,89.972,2.59,1.49,28.2,7.55,76.24,47.97,25.15,43.05,53.96,250582,48.19,65462913.95
Bhola,2080,22.6859,90.6482,2.69,2.97,10.92,7.14,84.07,49.6,22.24,81.93,68.92,602388,62.26,159220981.52
Comilla,2045,23.4607,91.1809,1.41,0.81,10.08,4.64,80.73,55.77,23.52,48.16,29.24,71360,43.76,27334874.6
Bogura,2035,24.8465,89.3776,0.05,0.0,-8.53,3.41,73.7,34.6,27.58,24.98,11.61,30721,27.98,9491182.71
Chittagong,2082,22.3569,91.7832,3.82,2.02,30.06,10.0,76.86,42.67,29.71,66.3,59.34,400310,65.83,150910745.05
Patuakhali,2075,22.3596,90.3296,1.63,2.57,31.4,7.19,81.41,58.69,19.86,74.43,69.56,464471,50.26,149098317.46
Sylhet,2098,24.8949,91.8687,3.43,2.46,29.03,9.45,79.4,52.64,46.65,61.76,64.23,368506,56.77,72591631.27
Noakhali,2051,22.8696,91.0995,1.61,1.34,23.79,4.44,72.54,30.79,20.49,50.59,34.97,159535,31.33,65162845.68
Patuakhali,2034,22.3596,90.3296,0.7,0.49,1.73,5.99,92.07,42.97,16.66,35.83,30.58,199338,45.88,56557228.0
Rajshahi,2059,24.3745,88.6042,2.6,0.98,28.04,5.38,72.9,38.7,30.8,30.94,32.23,33903,36.13,16473344.0
Bagerhat,2060,22.6602,89.7895,2.45,2.11,5.11,5.42,78.32,79.73,18.95,67.88,49.64,280360,51.42,84927231.84
Comilla,2036,23.4607,91.1809,0.18,0.52,27.89,4.83,82.72,43.1,17.46,26.37,25.67,49310,31.2,24534729.77
Barisal,2041,22.701,90.3535,2.17,0.5,-5.19,5.58,81.58,34.88,23.6,36.74,42.75,134066,48.25,50475965.23
Comilla,2047,23.4607,91.1809,1.81,0.71,15.18,5.88,80.09,54.68,32.13,43.1,47.77,128440,46.36,45565241.61
Bhola,2028,22.6859,90.6482,1.28,0.68,10.72,5.82,80.51,31.23,0.0,48.34,39.41,207663,35.6,74536819.21
Pirojpur,2065,22.5841,89.972,2.28,1.39,33.95,10.0,84.19,66.47,22.65,72.33,73.31,444939,59.31,207333437.51
Satkhira,2067,22.7185,89.0705,3.01,1.37,22.37,5.35,79.93,55.45,24.03,53.68,48.88,277047,37.33,78480851.75
Bogura,2083,24.8465,89.3776,4.97,0.71,41.46,8.71,80.01,66.1,40.08,60.03,51.1,147242,44.03,52322525.08
Khulna,2049,22.8456,89.5403,3.19,1.11,32.27,8.78,71.04,40.03,4.27,58.62,55.39,375679,69.49,186146369.62
Khulna,2080,22.8456,89.5403,4.01,2.93,26.93,8.85,82.52,38.4,21.42,81.83,72.21,517383,55.32,193898349.28
Satkhira,2096,22.7185,89.0705,4.25,3.93,27.96,9.9,80.45,75.36,27.68,100.0,73.44,974435,71.34,274086517.7
Bogura,2030,24.8465,89.3776,1.92,0.0,21.0,6.76,70.21,63.4,19.42,37.07,26.09,48649,25.2,17135626.94
Barisal,2058,22.701,90.3535,1.68,1.97,19.92,6.02,76.57,52.22,24.39,53.65,49.19,272854,38.41,83736350.09
Satkhira,2094,22.7185,89.0705,4.68,2.92,47.75,7.89,76.67,61.74,45.38,86.34,74.0,736350,58.2,265592928.04
Cox's Bazar,2029,21.4272,92.0058,0.38,0.37,7.86,3.73,91.04,36.78,19.78,25.23,23.52,117780,22.72,26011737.92
Bogura,2054,24.8465,89.3776,3.43,0.38,27.84,5.42,85.87,15.66,28.62,25.06,33.54,33586,29.86,14925018.1
Satkhira,2051,22.7185,89.0705,1.19,1.04,22.35,5.38,75.79,15.09,18.97,40.94,45.1,204584,38.29,57730267.43
Bogura,2071,24.8465,89.3776,4.8,0.81,60.0,5.42,72.4,34.32,25.51,49.57,36.4,56005,30.98,26547384.39
Jhalokati,2033,22.6406,90.1987,0.98,0.0,-3.73,7.89,79.99,34.82,32.08,53.1,51.83,273027,43.89,89767343.99
Sylhet,2072,24.8949,91.8687,2.0,0.64,45.07,4.84,91.71,39.1,41.43,33.87,29.43,120072,44.74,26621016.67
Barisal,2036,22.701,90.3535,0.79,0.67,16.02,5.01,65.26,26.92,23.56,31.65,33.96,123898,29.27,66197009.04
Jhalokati,2098,22.6406,90.1987,4.98,2.82,42.87,8.29,80.68,64.95,30.3,83.13,71.7,665679,61.23,95381201.24
Khulna,2062,22.8456,89.5403,2.56,2.81,46.86,6.56,83.28,40.33,24.89,73.8,68.96,525565,52.7,210682037.0
Bagerhat,2087,22.6602,89.7895,2.61,1.97,56.91,8.81,82.57,53.28,27.91,67.32,72.56,465022,59.31,174036394.09
Rangpur,2056,25.7439,89.2752,1.28,0.0,60.0,7.79,86.35,29.64,23.34,26.71,28.26,34170,42.25,18889051.65
Pirojpur,2088,22.5841,89.972,3.69,2.93,26.64,9.01,84.13,66.78,33.83,82.06,67.83,403433,52.72,164399674.09
Bhola,2067,22.6859,90.6482,1.86,2.19,38.57,4.82,77.86,76.87,30.62,54.4,52.8,243376,49.6,73557358.69
Sylhet,2025,24.8949,91.8687,0.57,0.3,1.49,3.84,67.95,37.36,16.4,16.74,26.32,54918,27.34,24746933.58
Bagerhat,2094,22.6602,89.7895,5.15,2.8,53.12,9.6,85.41,71.01,43.33,97.55,83.74,655067,68.92,207087442.89
Jhalokati,2048,22.6406,90.1987,0.37,0.31,48.98,5.08,88.87,47.09,20.74,25.75,36.34,155399,45.25,44685546.58
Chandpur,2060,23.2333,90.6712,1.87,0.86,43.17,9.26,79.91,40.95,36.72,46.98,57.93,253152,42.67,75974987.75
Khulna,2051,22.8456,89.5403,3.35,2.31,22.12,6.2,74.17,43.55,17.53,62.08,54.41,315092,46.0,103492622.76
Khulna,2065,22.8456,89.5403,2.51,2.3,-0.56,10.0,80.08,59.95,31.47,77.96,68.12,484078,62.24,235596953.36
Rajshahi,2075,24.3745,88.6042,3.82,0.0,24.22,8.6,79.31,33.56,23.08,19.23,25.6,39802,29.39,14253296.45
Chittagong,2081,22.3569,91.7832,2.31,2.93,41.66,6.36,77.19,57.19,20.36,59.46,51.58,317703,51.24,108040307.5
Barisal,2042,22.701,90.3535,1.84,0.83,15.49,5.63,72.85,0.0,28.83,32.6,30.54,166380,30.56,49943739.96
Patuakhali,2052,22.3596,90.3296,2.69,1.01,4.35,8.53,76.81,41.9,27.74,53.41,55.24,380309,41.65,135091446.41
Faridpur,2041,23.607,89.8429,2.43,0.95,22.62,2.6,76.09,18.95,18.97,11.07,9.15,38976,24.45,11510213.99
